OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu00311,0.000372,2e-06,0.000284,0,0,0,5e-06,0.00298666666666667,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00328,0,0,0,0.000395,2e-06,0.000298,4e-06,0.00298666666666667,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00332,0.000372,3e-06,0.000372,0,0,0,5e-06,0.00298666666666667,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00345,0.00035,2e-06,0.00035,0,0,0,1e-05,0.00448,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00373,0.000329,2e-06,0.000306,0,0,0,2.1e-05,0.0075264,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Intestinibacter(91),
Otu00423,0,0,0,0.000333,1e-06,0.000231,3.3e-05,0.009856,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00349,0.000263,1e-06,0.000221,0,0,0,0.000179,0.0383786666666667,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00433,0,0,0,0.00027,1e-06,0.00027,0.000257,0.0383786666666667,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00465,0.000329,0,0.000161,2.1e-05,0,2.1e-05,0.000202,0.0383786666666667,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00483,0,0,0,0.00027,1e-06,0.00027,0.000257,0.0383786666666667,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu00502,0,0,0,0.00027,1e-06,0.00027,0.000257,0.0383786666666667,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00569,0.000263,1e-06,0.000199,0,0,0,0.000179,0.0383786666666667,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Olsenella(100),
Otu00397,0.000241,1e-06,2e-04,0,0,0,0.000367,0.041104,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00432,0.000241,1e-06,0.000163,0,0,0,0.000367,0.041104,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVa(100),
Otu00538,0.000241,1e-06,0.000241,0,0,0,0.000367,0.041104,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00584,0.000241,1e-06,0.000163,0,0,0,0.000367,0.041104,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00395,0.000307,1e-06,0.000225,2.1e-05,0,2.1e-05,0.000391,0.041216,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Turicibacter(100),
Otu00376,4.4e-05,0,3e-05,0.000375,1e-06,0.000236,0.000434,0.0432071111111111,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00459,0,0,0,0.00025,1e-06,0.00025,0.000509,0.0480067368421053,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00386,2.2e-05,0,2.2e-05,0.000312,1e-06,0.00027,0.00055,0.04928,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Pasteurellales(100),Pasteurellaceae(100),Gallibacterium(100),
Otu00167,0.002234,4.7e-05,0.001575,0,0,0,0.000999,0.0584423225806452,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Bifidobacteriales(100),Bifidobacteriaceae(100),Bifidobacterium(100),
Otu00230,0.001117,8e-06,0.000629,0,0,0,0.000999,0.0584423225806452,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00266,0.000701,9e-06,0.000701,0,0,0,0.000999,0.0584423225806452,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00278,0.000416,3e-06,0.000416,0,0,0,0.000999,0.0584423225806452,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00354,0,0,0,0.000229,1e-06,0.000208,0.001011,0.0584423225806452,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00437,0.000285,1e-06,0.000172,2.1e-05,0,2.1e-05,0.000754,0.0584423225806452,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Bifidobacteriales(100),Bifidobacteriaceae(100),Pseudoscardovia(100),
Otu00445,0,0,0,0.000229,1e-06,0.000169,0.001011,0.0584423225806452,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00448,0.000219,1e-06,0.000219,0,0,0,0.000753,0.0584423225806452,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00480,0,0,0,0.000229,1e-06,0.000229,0.001011,0.0584423225806452,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00490,0,0,0,0.000229,1e-06,0.000208,0.001011,0.0584423225806452,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00551,0,0,0,0.000229,1e-06,0.000229,0.001011,0.0584423225806452,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00442,0.000263,0,0.000143,2.1e-05,0,2.1e-05,0.001448,0.081088,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Faecalicoccus(100),
Otu00486,0.000197,1e-06,0.000197,0,0,0,0.001545,0.0814305882352941,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00720,0.000197,0,0.000144,0,0,0,0.001545,0.0814305882352941,Bacteria(100),Verrucomicrobia(100),Subdivision5(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),
Otu00283,6.6e-05,0,4.8e-05,0.000375,2e-06,0.000353,0.001594,0.0816128,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Erysipelotrichaceae_unclassified(100),
Otu00168,0.002015,2.3e-05,0.001108,0,0,0,0.001998,0.090048,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Clostridium_IV(98),
Otu00350,0,0,0,0.000208,1e-06,0.000208,0.00201,0.090048,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00454,2.2e-05,0,2.2e-05,0.00027,0,0.000136,0.00191,0.090048,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00493,0,0,0,0.000208,0,8.8e-05,0.00201,0.090048,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00500,0,0,0,0.000208,1e-06,0.000208,0.00201,0.090048,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(99),Ruminococcaceae_unclassified(99),
Otu00485,0.000175,0,0.000132,0,0,0,0.003172,0.132191255813953,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(94),
Otu00544,0.000175,0,0.000125,0,0,0,0.003172,0.132191255813953,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptococcaceae_1(100),Peptococcus(100),
Otu00645,0.000175,0,0.000107,0,0,0,0.003172,0.132191255813953,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00097,0.000285,1e-06,0.00018,4.2e-05,0,2.9e-05,0.00343,0.139694545454545,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00554,2.2e-05,0,2.2e-05,0.00025,0,0.00014,0.003542,0.141050311111111,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00411,0,0,0,0.000187,0,0.00013,0.003997,0.14325248,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVa(100),
Otu00526,0,0,0,0.000187,1e-06,0.000187,0.003997,0.14325248,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00531,0,0,0,0.000187,1e-06,0.000167,0.003997,0.14325248,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(64),
Otu00560,0,0,0,0.000187,0,0.00013,0.003997,0.14325248,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00667,0,0,0,0.000187,1e-06,0.000187,0.003997,0.14325248,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00408,4.4e-05,0,3e-05,0.000291,1e-06,0.000214,0.004364,0.153338980392157,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00382,0.000153,0,0.000153,0,0,0,0.006512,0.212954763636364,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00467,0.000153,0,0.000153,0,0,0,0.006512,0.212954763636364,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00519,2.2e-05,0,2.2e-05,0.000229,1e-06,0.000187,0.006536,0.212954763636364,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00586,0.000153,0,0.000132,0,0,0,0.006512,0.212954763636364,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00303,6.6e-05,0,3.6e-05,0.000312,1e-06,0.000165,0.007871,0.241585898305085,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu00476,0,0,0,0.000166,0,0.00013,0.007954,0.241585898305085,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Blautia(100),
Otu00498,0,0,0,0.000166,0,0.000111,0.007954,0.241585898305085,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Blautia(100),
Otu00564,0,0,0,0.000166,0,0.000118,0.007954,0.241585898305085,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00424,0.000197,0,0.000102,2.1e-05,0,2.1e-05,0.009936,0.291890360655738,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Anaerofilum(99),
Otu00447,0.000197,1e-06,0.000197,2.1e-05,0,2.1e-05,0.009936,0.291890360655738,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu00028,0.002628,1.3e-05,0.000834,0.017811,0.001142,0.007556,0.010989,0.307692,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00304,0.000285,1e-06,0.000263,6.2e-05,0,6.2e-05,0.010938,0.307692,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00385,0.000285,1e-06,0.000162,6.2e-05,0,4.6e-05,0.010938,0.307692,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00365,0.00011,0,7.7e-05,0.000375,1e-06,2e-04,0.011185,0.308361846153846,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_Incertae_Sedis_XIII(99),Clostridiales_Incertae_Sedis_XIII_unclassified(99),
Otu00505,2.2e-05,0,2.2e-05,0.000208,0,0.00013,0.011997,0.325736727272727,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00261,4.4e-05,0,4.4e-05,0.00052,1e-06,0.000173,0.012987,0.337400788732394,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00384,0.000131,0,0.000131,0,0,0,0.013368,0.337400788732394,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00455,4.4e-05,0,4.4e-05,0.00025,0,0.000136,0.013328,0.337400788732394,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(60),
Otu00576,0.000131,0,0.00011,0,0,0,0.013368,0.337400788732394,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu00632,0.000131,0,0.000131,0,0,0,0.013368,0.337400788732394,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00019,0.005563,4.5e-05,0.001534,0.027154,0.001826,0.009555,0.014985,0.37296,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00294,0.000131,0,9.6e-05,0.000395,1e-06,0.000229,0.015415,0.373292972972973,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00334,0.000131,0,0.00011,0.000395,1e-06,0.000192,0.015415,0.373292972972973,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Bifidobacteriales(100),Bifidobacteriaceae(100),Bifidobacterium(100),
Otu00527,0,0,0,0.000146,0,9.2e-05,0.015837,0.373419789473684,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00650,0,0,0,0.000146,0,0.000146,0.015837,0.373419789473684,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00368,0.000307,1e-06,0.000168,8.3e-05,0,4.9e-05,0.016846,0.392052363636364,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00150,4.4e-05,0,3e-05,0.003079,7.6e-05,0.001955,0.017982,0.412381234567901,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00353,0.000263,0,0.000153,6.2e-05,0,6.2e-05,0.01862,0.412381234567901,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00409,0.000175,1e-06,0.000175,2.1e-05,0,2.1e-05,0.01864,0.412381234567901,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00654,0.000175,0,8e-05,2.1e-05,0,2.1e-05,0.01864,0.412381234567901,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Anaerostipes(100),
Otu00267,0.000131,0,5.6e-05,0.000562,1e-06,0.000169,0.018981,0.413298447058824,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Parabacteroides(100),
Otu00412,0.000219,0,0.000136,4.2e-05,0,4.2e-05,0.019604,0.413298447058824,Bacteria(100),Elusimicrobia(100),Elusimicrobia(100),Elusimicrobiales(100),Elusimicrobiaceae(100),Elusimicrobium(100),
Otu00435,0.000219,0,0.000129,4.2e-05,0,2.9e-05,0.019604,0.413298447058824,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00528,0.000219,0,8.6e-05,4.2e-05,0,4.2e-05,0.019604,0.413298447058824,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00012,0.029305,0.001323,0.008344,0.008822,0.000159,0.002815,0.01998,0.416327441860465,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00240,0,0,0,0.000583,2e-06,0.000298,0.020979,0.432119172413793,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Clostridium_XI(100),
Otu00410,2.2e-05,0,2.2e-05,0.000187,0,0.000119,0.021883,0.445617454545455,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00472,4.4e-05,0,3e-05,0.000229,1e-06,0.000167,0.023004,0.463181662921348,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00190,0.001117,3e-06,0.000377,0.00027,0,9.2e-05,0.023976,0.4773888,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Clostridium_XVIII(99),
Otu00198,0.000942,1e-06,0.000268,0.00025,0,0.000126,0.024975,0.491815384615385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_Incertae_Sedis_XIII(99),Clostridiales_Incertae_Sedis_XIII_unclassified(99),
Otu00030,0.004775,4.4e-05,0.001528,0.015044,0.000411,0.004533,0.025974,0.501778285714286,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00319,0.000394,1e-06,0.000231,0.000146,0,9.2e-05,0.026124,0.501778285714286,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00451,0.00011,0,0.00011,0,0,0,0.027441,0.501778285714286,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00462,0.00011,0,8.9e-05,0,0,0,0.027441,0.501778285714286,Bacteria(100),Verrucomicrobia(100),Subdivision5(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),
Otu00799,0.00011,0,7e-05,0,0,0,0.027441,0.501778285714286,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00834,0.00011,0,6.2e-05,0,0,0,0.027441,0.501778285714286,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridia_unclassified(100),Clostridia_unclassified(100),Clostridia_unclassified(100),
Otu01196,0.00011,0,0.00011,0,0,0,0.027441,0.501778285714286,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00146,0.001621,1e-05,0.000731,0.000166,0,9.3e-05,0.030969,0.548960932038835,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Romboutsia(100),
Otu00336,0.000241,1e-06,2e-04,6.2e-05,0,4.6e-05,0.031336,0.548960932038835,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00578,0,0,0,0.000125,0,0.000125,0.031553,0.548960932038835,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00647,0,0,0,0.000125,0,0.000125,0.031553,0.548960932038835,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00762,0,0,0,0.000125,0,0.000105,0.031553,0.548960932038835,Bacteria(100),Proteobacteria(100),Betaproteobacteria(100),Burkholderiales(100),Burkholderiales_unclassified(100),Burkholderiales_unclassified(100),
Otu00061,0.000197,0,9.7e-05,4.2e-05,0,2.9e-05,0.034353,0.551675623931624,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Terrisporobacter(100),
Otu00201,0.001336,7e-06,0.000622,0.000125,0,0.000105,0.035964,0.551675623931624,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Alloprevotella(100),
Otu00242,0.000788,1e-06,0.000256,0.000187,0,9.3e-05,0.034965,0.551675623931624,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00370,6.6e-05,0,6.6e-05,0.00025,0,0.000146,0.036019,0.551675623931624,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Clostridium_XVIII(100),
Otu00413,6.6e-05,0,4.8e-05,0.00025,1e-06,0.000194,0.036019,0.551675623931624,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Clostridium_IV(100),
Otu00417,6.6e-05,0,4.8e-05,0.00025,1e-06,0.000169,0.036019,0.551675623931624,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00418,0.000153,0,9.7e-05,2.1e-05,0,2.1e-05,0.034672,0.551675623931624,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00434,0.000153,0,7.9e-05,2.1e-05,0,2.1e-05,0.034672,0.551675623931624,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00444,0.000197,0,0.000125,4.2e-05,0,4.2e-05,0.034353,0.551675623931624,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00491,0.000153,0,5.7e-05,2.1e-05,0,2.1e-05,0.034672,0.551675623931624,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00501,0.000153,0,0.000132,2.1e-05,0,2.1e-05,0.034672,0.551675623931624,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00546,0.000153,0,0.000111,2.1e-05,0,2.1e-05,0.034672,0.551675623931624,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00552,0.000153,0,0.000116,2.1e-05,0,2.1e-05,0.034672,0.551675623931624,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu00611,0.000153,0,0.000132,2.1e-05,0,2.1e-05,0.034672,0.551675623931624,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu00203,2.2e-05,0,2.2e-05,0.001415,1.2e-05,0.000766,0.036963,0.561336406779661,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Verrucomicrobiales(100),Verrucomicrobiaceae(100),Akkermansia(100),
Otu00284,0.000372,1e-06,0.00026,0.000146,0,8.7e-05,0.039516,0.581797770491803,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(99),
Otu00405,4.4e-05,0,3e-05,0.000208,0,0.000149,0.039304,0.581797770491803,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00469,4.4e-05,0,3e-05,0.000208,0,0.000143,0.039304,0.581797770491803,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00557,2.2e-05,0,2.2e-05,0.000166,0,0.000111,0.039609,0.581797770491803,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00129,0.000285,0,0.000115,0.001394,8e-06,0.000626,0.042957,0.625845073170732,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00237,0.000153,0,4.7e-05,0.000375,2e-06,0.000332,0.044956,0.644489216,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00357,0.000153,0,7.9e-05,0.000375,1e-06,0.000178,0.044956,0.644489216,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Roseburia(100),
Otu00216,0,0,0,0.00077,4e-06,0.000431,0.045954,0.653568,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00309,0.000548,0,0.000156,0.000166,0,0.000102,0.047952,0.676614047244094,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(77),
