OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu00424,0.000197,0,0.000102,0,0,0,0.06604,0.257381700879765,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Anaerofilum(99),
Otu00439,0.000197,0,0.000133,0,0,0,0.06604,0.257381700879765,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00444,0.000197,0,0.000125,0,0,0,0.06604,0.257381700879765,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00447,0.000197,1e-06,0.000197,0,0,0,0.06604,0.257381700879765,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu00457,0.000197,0,6.7e-05,0,0,0,0.06604,0.257381700879765,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Olsenella(100),
Otu00482,0.000197,0,0.000157,0,0,0,0.06604,0.257381700879765,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00486,0.000197,1e-06,0.000197,0,0,0,0.06604,0.257381700879765,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00488,0.000197,0,0.000157,0,0,0,0.06604,0.257381700879765,Bacteria(100),Elusimicrobia(100),Elusimicrobia(100),Elusimicrobiales(100),Elusimicrobiaceae(100),Elusimicrobium(100),
Otu00495,0.000197,0,9.7e-05,0,0,0,0.06604,0.257381700879765,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00720,0.000197,0,0.000144,0,0,0,0.06604,0.257381700879765,Bacteria(100),Verrucomicrobia(100),Subdivision5(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),
Otu00018,0.004928,8.9e-05,0.002167,0.051001,0.004669,0.022777,0.077922,0.302802157894737,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00300,4.4e-05,0,3e-05,0.001202,5e-06,0.000709,0.078921,0.305790113702624,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(100),
Otu00161,0.001446,1.2e-05,0.000805,0,0,0,0.083916,0.32419873255814,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVa(55),
Otu00167,0.002234,4.7e-05,0.001575,0,0,0,0.084915,0.327107347826087,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Bifidobacteriales(100),Bifidobacteriaceae(100),Bifidobacterium(100),
Otu00128,0.000569,4e-06,0.000445,0,0,0,0.091908,0.352004991354467,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu00178,0.000569,1e-06,0.000274,0,0,0,0.091908,0.352004991354467,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00289,0.000416,3e-06,0.000371,0,0,0,0.093906,0.358623775862069,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00097,0.000285,1e-06,0.00018,0.009017,0.000289,0.005667,0.103896,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00225,0.00046,1e-06,0.00027,0,0,0,0.102897,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(98),Clostridiales_unclassified(98),
Otu00237,0.000153,0,4.7e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00285,0.000153,0,0.000132,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00301,0.000153,0,8.5e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Proteobacteria(100),Betaproteobacteria(100),Burkholderiales(100),Sutterellaceae(100),Sutterella(100),
Otu00306,0.000153,0,7.9e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Slackia(100),
Otu00316,0.000153,0,0.000153,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu00322,0.000153,0,9.1e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Collinsella(100),
Otu00330,0.000153,0,0.000153,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(97),
Otu00331,0.000153,0,9.7e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00337,0.000153,0,9.1e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00342,0.000153,0,6.5e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00344,0.000153,0,7.3e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(89),
Otu00352,0.000153,0,0.000116,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00357,0.000153,0,7.9e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Roseburia(100),
Otu00358,0.000153,0,5.7e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00364,0.000153,0,9.7e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Anaerotruncus(99),
Otu00378,0.000153,0,5.7e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00380,0.000153,0,9.7e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Papillibacter(72),
Otu00382,0.000153,0,0.000153,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00402,0.000153,0,6.5e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00418,0.000153,0,9.7e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00434,0.000153,0,7.9e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00467,0.000153,0,0.000153,0,0,0,0.104999,0.358724089974293,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00471,0.000153,0,6.5e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00477,0.000153,0,9.7e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00491,0.000153,0,5.7e-05,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00501,0.000153,0,0.000132,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00546,0.000153,0,0.000111,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00550,0.000153,0,0.000116,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Sporobacter(100),
Otu00552,0.000153,0,0.000116,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu00562,0,0,0,9.2e-05,0,6.1e-05,0.103313,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00586,0.000153,0,0.000132,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00611,0.000153,0,0.000132,0,0,0,0.104999,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu00634,2.2e-05,0,2.2e-05,0.000139,0,0.000139,0.100806,0.358724089974293,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(100),
Otu00692,2.2e-05,0,2.2e-05,0.000139,0,0.000139,0.100806,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Butyricicoccus(100),
Otu00893,0,0,0,9.2e-05,0,9.2e-05,0.103313,0.358724089974293,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(98),
Otu00908,0,0,0,9.2e-05,0,9.2e-05,0.103313,0.358724089974293,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Pseudomonadales(100),Moraxellaceae(100),Acinetobacter(100),
Otu01252,0,0,0,9.2e-05,0,6.1e-05,0.103313,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu01279,0,0,0,9.2e-05,0,9.2e-05,0.103313,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(95),
Otu01411,0,0,0,9.2e-05,0,9.2e-05,0.103313,0.358724089974293,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridiaceae_1_unclassified(100),
Otu00187,0.000832,4e-06,0.000473,0,0,0,0.105894,0.360854169230769,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(84),Ruminococcaceae_unclassified(84),
Otu00181,0.00081,1.2e-05,0.00081,0,0,0,0.10989,0.372560739795918,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00278,0.000416,3e-06,0.000416,0,0,0,0.10989,0.372560739795918,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00359,0.000416,2e-06,0.000328,0,0,0,0.144855,0.489853167938931,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00271,0.000635,5e-06,0.000502,0,0,0,0.150849,0.508828225888325,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00051,0.00081,5e-06,0.000502,0.006057,7.4e-05,0.00286,0.163836,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Peptostreptococcus(100),
Otu00202,0.000131,0,0.000131,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00247,0.000131,0,9.6e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Proteobacteria(100),Epsilonproteobacteria(100),Campylobacterales(100),Campylobacteraceae(100),Campylobacter(100),
Otu00257,0.000131,0,9e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Aeromonadales(100),Succinivibrionaceae(100),Succinivibrio(100),
Otu00267,0.000131,0,5.6e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Parabacteroides(100),
Otu00276,0.000131,0,9e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00293,0.000131,0,5.6e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00294,0.000131,0,9.6e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00315,0.00046,1e-06,0.00024,0,0,0,0.15984,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu00326,0.00011,0,5.4e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Blautia(70),
Otu00334,0.000131,0,0.00011,0,0,0,0.186406,0.536219857142857,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Bifidobacteriales(100),Bifidobacteriaceae(100),Bifidobacterium(100),
Otu00339,0.00011,0,0.00011,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00360,0.00011,0,7e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00365,0.00011,0,7.7e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_Incertae_Sedis_XIII(99),Clostridiales_Incertae_Sedis_XIII_unclassified(99),
Otu00371,0.000131,0,9e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00383,0.000131,0,5.6e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Eubacteriaceae(100),Eubacterium(100),
Otu00384,0.000131,0,0.000131,0,0,0,0.186406,0.536219857142857,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00392,0.000131,0,6.4e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Proteobacteria(100),Proteobacteria_unclassified(100),Proteobacteria_unclassified(100),Proteobacteria_unclassified(100),Proteobacteria_unclassified(100),
Otu00393,0.000131,0,7.2e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00394,0.000131,0,7.8e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Veillonellaceae(100),Veillonellaceae_unclassified(100),
Otu00401,0.00011,0,6.2e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(65),Clostridiales_unclassified(65),
Otu00404,0.000131,0,9e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00415,0.00011,0,6.2e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00419,0.000131,0,9.6e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00422,0.00011,0,7.7e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00429,0.00011,0,7.7e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(75),
Otu00430,0.00011,0,0.00011,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00431,0.000131,0,9e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Clostridium_IV(99),
Otu00440,0.00011,0,6.2e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Alloprevotella(98),
Otu00443,0.000131,0,5.6e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Coprococcus(100),
Otu00451,0.00011,0,0.00011,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00456,0.00011,0,7.7e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00458,0.00011,0,5.4e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(99),
Otu00461,0.000131,0,7.8e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00462,0.00011,0,8.9e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Verrucomicrobia(100),Subdivision5(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),
Otu00463,0.00011,0,7e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00464,0.00011,0,8.9e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(81),
Otu00468,0.00011,0,7.7e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00475,0.00011,0,5.4e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00487,0.000131,0,0.000131,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00489,0.00011,0,7.7e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00497,0.00011,0,0.00011,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00515,0.00011,0,0.00011,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Allobaculum(100),
Otu00516,0.00011,0,5.4e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Flavonifractor(100),
Otu00521,0.000131,0,9.6e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Roseburia(100),
Otu00525,0.000131,0,9e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00530,0.00011,0,8.9e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00534,0.00011,0,4.3e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Coriobacteriaceae_unclassified(100),
Otu00539,0.00011,0,6.2e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodospirillales(100),Rhodospirillaceae(100),Rhodospirillaceae_unclassified(100),
Otu00568,0.00011,0,5.4e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00573,0.000131,0,9e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00576,0.000131,0,0.00011,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu00590,0.00011,0,8.9e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(96),Clostridiales_unclassified(96),
Otu00593,0.000131,0,9e-05,0,0,0,0.186406,0.536219857142857,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Bifidobacteriales(100),Bifidobacteriaceae(100),Bifidobacteriaceae_unclassified(100),
Otu00596,0.00011,0,5.4e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(99),
Otu00627,0.000131,0,0.00011,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00630,0.00011,0,6.2e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu00632,0.000131,0,0.000131,0,0,0,0.186406,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00649,0.00011,0,7.7e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00651,0.00011,0,5.4e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00712,0.00011,0,6.2e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Flavonifractor(94),
Otu00729,0.00011,0,0.00011,0,0,0,0.183504,0.536219857142857,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(100),Treponema(100),
Otu00767,0.00011,0,7e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00799,0.00011,0,7e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00804,0.00011,0,5.4e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00834,0.00011,0,6.2e-05,0,0,0,0.183504,0.536219857142857,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridia_unclassified(100),Clostridia_unclassified(100),Clostridia_unclassified(100),
Otu01064,0.00011,0,0.00011,0,0,0,0.183504,0.536219857142857,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01196,0.00011,0,0.00011,0,0,0,0.183504,0.536219857142857,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00070,0.001686,1.8e-05,0.000979,0.012253,0.000439,0.006983,0.192807,0.553435211663067,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(99),
Otu00024,0.009002,0.001207,0.007971,0.040967,0.002749,0.017476,0.1998,0.572271982758621,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Streptococcaceae(100),Streptococcus(100),
Otu00287,0.00046,3e-06,0.000372,0,0,0,0.206793,0.591027735483871,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
