OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu00056,0.005243,0.000111,0.002352,0,0,0,0.001998,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00072,0.003121,2.2e-05,0.001052,0,0,0,0.001998,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(91),Ruminococcaceae_unclassified(91),
Otu00090,0.002601,1.2e-05,0.000785,4.6e-05,0,4.6e-05,0.001998,0.0292260638297872,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Odoribacter(100),
Otu00094,0.00258,5.9e-05,0.001719,0,0,0,0.001998,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Ruminococcus2(78),
Otu00097,4.2e-05,0,2.9e-05,0.009017,0.000289,0.005667,0.001998,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00100,0.001477,5e-06,0.000501,0,0,0,0.001998,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Blautia(100),
Otu00101,0.001061,3e-06,0.000367,0,0,0,0.001998,0.0292260638297872,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00102,0.001873,4e-06,0.000433,0,0,0,0.001998,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Fusicatenibacter(100),
Otu00106,0.00181,1.1e-05,0.000732,0,0,0,0.001998,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00107,0.001082,2e-06,0.000353,0,0,0,0.001998,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Blautia(100),
Otu00122,0.001519,5e-06,0.000513,0,0,0,0.001998,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Coprococcus(98),
Otu00166,0.000791,1e-06,0.00022,0,0,0,0.001998,0.0292260638297872,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Parabacteroides(100),
Otu00172,0.000749,3e-06,0.000357,0,0,0,0.001998,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Blautia(100),
Otu00189,0.000645,1e-06,0.000219,0,0,0,0.001998,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(91),
Otu00194,0.001352,2.9e-05,0.001202,0,0,0,0.001998,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00195,0.000999,1.2e-05,0.000768,0,0,0,0.001998,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00227,0.000395,1e-06,0.000192,0,0,0,0.001743,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Butyricicoccus(100),
Otu00232,0.000395,1e-06,0.000177,0,0,0,0.001743,0.0292260638297872,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00237,0.000375,2e-06,0.000332,0,0,0,0.001635,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00246,0.000395,1e-06,0.000164,0,0,0,0.001743,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Eubacteriaceae(100),Pseudoramibacter(100),
Otu00272,0.000395,1e-06,0.000161,0,0,0,0.001743,0.0292260638297872,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00273,0.000395,3e-06,0.000395,0,0,0,0.001743,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00283,0.000375,2e-06,0.000353,0,0,0,0.001635,0.0292260638297872,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Erysipelotrichaceae_unclassified(100),
Otu00287,0.000395,1e-06,0.000259,0,0,0,0.001743,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00294,0.000395,1e-06,0.000229,0,0,0,0.001743,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00297,0.000395,1e-06,0.000185,0,0,0,0.001743,0.0292260638297872,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00325,0.000395,0,0.000155,0,0,0,0.001743,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00328,0.000395,2e-06,0.000298,0,0,0,0.001743,0.0292260638297872,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00334,0.000395,1e-06,0.000192,0,0,0,0.001743,0.0292260638297872,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Bifidobacteriales(100),Bifidobacteriaceae(100),Bifidobacterium(100),
Otu00356,0.000375,0,0.000124,0,0,0,0.001635,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu00357,0.000375,1e-06,0.000178,0,0,0,0.001635,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Roseburia(100),
Otu00365,0.000375,1e-06,2e-04,0,0,0,0.001635,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_Incertae_Sedis_XIII(99),Clostridiales_Incertae_Sedis_XIII_unclassified(99),
Otu00376,0.000375,1e-06,0.000236,0,0,0,0.001635,0.0292260638297872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00013,0.011652,0.000255,0.003569,0,0,0,0.002997,0.0364679203539823,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00039,0.005972,0.000102,0.002263,0,0,0,0.002997,0.0364679203539823,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Clostridium_XI(100),
Otu00044,0.004245,6.3e-05,0.001775,0,0,0,0.002997,0.0364679203539823,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00088,0.000728,5e-06,0.000486,0,0,0,0.002997,0.0364679203539823,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00109,0.001519,5e-06,0.000514,0,0,0,0.002997,0.0364679203539823,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00130,0.001977,2.4e-05,0.001095,0,0,0,0.002997,0.0364679203539823,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00149,0.000916,3e-06,0.000378,0,0,0,0.002997,0.0364679203539823,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00159,0.001352,1.1e-05,0.000733,0,0,0,0.002997,0.0364679203539823,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00169,0.000853,4e-06,0.000446,0,0,0,0.002997,0.0364679203539823,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00174,0.001852,4.4e-05,0.001479,0,0,0,0.002997,0.0364679203539823,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00178,0.000749,2e-06,0.000307,0,0,0,0.002997,0.0364679203539823,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00186,0.000354,1e-06,0.000203,0,0,0,0.002726,0.0364679203539823,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00204,0.000707,2e-06,0.00035,0,0,0,0.002997,0.0364679203539823,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(51),
Otu00217,0.000354,0,0.000152,0,0,0,0.002726,0.0364679203539823,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00239,0.000354,1e-06,0.000201,0,0,0,0.002726,0.0364679203539823,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00253,0.000354,0,0.000149,0,0,0,0.002726,0.0364679203539823,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00337,0.000354,0,0.000139,0,0,0,0.002726,0.0364679203539823,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00522,0,0,0,0.000231,0,0.000231,0.002878,0.0364679203539823,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Aeromonadales(100),Aeromonadaceae(100),Aeromonas(100),
Otu01037,0,0,0,0.000231,0,0.000122,0.002878,0.0364679203539823,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Streptococcaceae(97),Streptococcus(86),
Otu00023,0.017749,0.003222,0.012693,0,0,0,0.003996,0.0443104838709677,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Aeromonadales(100),Succinivibrionaceae(100),Succinivibrio(100),
Otu00082,0.002684,1.7e-05,0.00091,0,0,0,0.003996,0.0443104838709677,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptococcaceae_1(100),Peptococcus(100),
Otu00089,0.002081,1.3e-05,0.000804,0,0,0,0.003996,0.0443104838709677,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00108,0.001436,4e-06,0.000431,0,0,0,0.003996,0.0443104838709677,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Blautia(100),
Otu00128,0.001956,2.1e-05,0.00102,0,0,0,0.003996,0.0443104838709677,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu00141,0.000832,2e-06,0.000318,0,0,0,0.003996,0.0443104838709677,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00163,0.000666,1e-06,0.000259,0,0,0,0.003996,0.0443104838709677,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00176,0.000458,1e-06,0.000209,0,0,0,0.003996,0.0443104838709677,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVa(83),
Otu00213,0.000791,3e-06,0.000392,0,0,0,0.003996,0.0443104838709677,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00240,0.000583,2e-06,0.000298,0,0,0,0.003996,0.0443104838709677,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Clostridium_XI(100),
Otu00275,0.000541,1e-06,0.000267,0,0,0,0.003996,0.0443104838709677,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00008,0.017957,0.000543,0.005209,0,0,0,0.004995,0.0470419520547945,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Alloprevotella(100),
Otu00058,0.003808,3.3e-05,0.001288,9.2e-05,0,9.2e-05,0.004995,0.0470419520547945,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVb(100),
Otu00060,0.004744,6e-05,0.001739,0,0,0,0.004995,0.0470419520547945,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Roseburia(100),
Otu00114,0.00206,1.4e-05,0.000846,0,0,0,0.004995,0.0470419520547945,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00126,0.001207,4e-06,0.000463,0,0,0,0.004995,0.0470419520547945,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00151,0.001769,3e-05,0.00123,0,0,0,0.004995,0.0470419520547945,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(100),Treponema(100),
Otu00191,0.000936,2e-06,0.000312,0,0,0,0.004995,0.0470419520547945,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00231,0.000312,0,0.000144,0,0,0,0.00472,0.0470419520547945,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Olsenella(100),
Otu00241,0.000333,0,0.000153,0,0,0,0.004746,0.0470419520547945,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
