OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu00314,0.000208,0,7.7e-05,0,0,0,0.037276,0.174335034013605,Bacteria(100),Actinobacteria(100),Actinobacteria_unclassified(100),Actinobacteria_unclassified(100),Actinobacteria_unclassified(100),Actinobacteria_unclassified(100),
Otu00338,0.000208,0,9.8e-05,0,0,0,0.037276,0.174335034013605,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00350,0.000208,1e-06,0.000208,0,0,0,0.037276,0.174335034013605,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00352,0.000208,0,0.000107,0,0,0,0.037276,0.174335034013605,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00359,0.000208,0,0.000146,0,0,0,0.037276,0.174335034013605,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00362,0.000208,0,9.3e-05,0,0,0,0.037276,0.174335034013605,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00371,0.000208,0,0.000107,0,0,0,0.037276,0.174335034013605,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00378,0.000208,0,7.7e-05,0,0,0,0.037276,0.174335034013605,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00405,0.000208,0,0.000149,0,0,0,0.037276,0.174335034013605,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00469,0.000208,0,0.000143,0,0,0,0.037276,0.174335034013605,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00477,0.000208,0,9.8e-05,0,0,0,0.037276,0.174335034013605,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00493,0.000208,0,8.8e-05,0,0,0,0.037276,0.174335034013605,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00500,0.000208,1e-06,0.000208,0,0,0,0.037276,0.174335034013605,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(99),Ruminococcaceae_unclassified(99),
Otu00505,0.000208,0,0.00013,0,0,0,0.037276,0.174335034013605,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00215,0.000811,4e-06,0.000449,0,0,0,0.037962,0.176941525423729,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00123,0.001998,2.2e-05,0.001047,0,0,0,0.038961,0.180984375,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00173,0.000936,4e-06,0.000429,0,0,0,0.03996,0.184379194630872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00285,0.000499,2e-06,0.000329,0,0,0,0.03996,0.184379194630872,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00121,0.000479,1e-06,0.000172,4.6e-05,0,4.6e-05,0.040959,0.188356605351171,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00180,0.000916,5e-06,0.000486,0,0,0,0.041958,0.1923075,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Coprococcus(99),
Otu00236,0.000583,3e-06,0.000387,0,0,0,0.043956,0.200795681063123,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00127,0.000895,6e-06,0.00057,0,0,0,0.048951,0.222872930463576,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00310,0.000437,3e-06,0.000374,0,0,0,0.050949,0.231204207920792,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Clostridium_IV(96),
Otu00316,0.000416,2e-06,0.000294,0,0,0,0.052947,0.239480674342105,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu00041,0.008323,0.000373,0.004316,0.000925,5e-06,0.000775,0.054945,0.247702868852459,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(100),
Otu00115,0.000832,1.1e-05,0.000725,0,0,0,0.064935,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00197,0.000187,0,8.3e-05,0,0,0,0.065202,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00234,0.000166,0,8.8e-05,0,0,0,0.064675,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00242,0.000187,0,9.3e-05,0,0,0,0.065202,0.259111994219653,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00251,0.000479,1e-06,0.00023,0,0,0,0.062937,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu00254,0.000166,0,8.2e-05,0,0,0,0.064675,0.259111994219653,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00258,0.000187,0,0.000102,0,0,0,0.065202,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(88),Ruminococcaceae_unclassified(88),
Otu00268,0.000166,0,8.2e-05,0,0,0,0.064675,0.259111994219653,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Olsenella(100),
Otu00282,0.000458,2e-06,0.000316,0,0,0,0.057942,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00286,0.000187,0,0.000102,0,0,0,0.065202,0.259111994219653,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00292,0.000166,0,6.3e-05,0,0,0,0.064675,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00295,0.000187,0,0.000111,0,0,0,0.065202,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00296,0.000187,0,0.000107,0,0,0,0.065202,0.259111994219653,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00308,0.000166,0,0.000111,0,0,0,0.064675,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00309,0.000166,0,0.000102,0,0,0,0.064675,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(77),
Otu00333,0.000166,0,0.000146,0,0,0,0.064675,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(51),
Otu00355,0.000187,0,7.7e-05,0,0,0,0.065202,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00389,0.000166,0,0.000106,0,0,0,0.064675,0.259111994219653,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00390,0.000187,0,8.8e-05,0,0,0,0.065202,0.259111994219653,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00398,0.000166,0,0.000126,0,0,0,0.064675,0.259111994219653,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),
Otu00407,0.000187,0,7.7e-05,0,0,0,0.065202,0.259111994219653,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00410,0.000187,0,0.000119,0,0,0,0.065202,0.259111994219653,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00414,0.000187,0,0.00013,0,0,0,0.065202,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00429,0.000166,0,0.000102,0,0,0,0.064675,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(75),
Otu00453,0.000166,0,0.000126,0,0,0,0.064675,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00470,0.000166,0,8.8e-05,0,0,0,0.064675,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00476,0.000166,0,0.00013,0,0,0,0.064675,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Blautia(100),
Otu00487,0.000166,0,0.00013,0,0,0,0.064675,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00498,0.000166,0,0.000111,0,0,0,0.064675,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Blautia(100),
Otu00506,0.000166,0,9.7e-05,0,0,0,0.064675,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00507,0.000166,0,8.8e-05,0,0,0,0.064675,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVa(99),
Otu00513,0.000187,0,0.000107,0,0,0,0.065202,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Roseburia(100),
Otu00523,0.000187,1e-06,0.000187,0,0,0,0.065202,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(88),Lachnospiraceae_unclassified(88),
Otu00526,0.000187,1e-06,0.000187,0,0,0,0.065202,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00531,0.000187,1e-06,0.000167,0,0,0,0.065202,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(64),
Otu00545,0.000187,0,0.000102,0,0,0,0.065202,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00556,0.000166,0,0.000102,0,0,0,0.064675,0.259111994219653,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00557,0.000166,0,0.000111,0,0,0,0.064675,0.259111994219653,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00560,0.000187,0,0.00013,0,0,0,0.065202,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00564,0.000166,0,0.000118,0,0,0,0.064675,0.259111994219653,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00667,0.000187,1e-06,0.000187,0,0,0,0.065202,0.259111994219653,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00155,0.000707,2e-06,0.00029,4.6e-05,0,4.6e-05,0.065934,0.261265850144092,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00152,0.000666,2e-06,0.000327,0,0,0,0.067932,0.268409482758621,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(66),Ruminococcaceae_unclassified(66),
Otu00029,0.012692,0.000409,0.00452,0.002543,1.2e-05,0.001155,0.06993,0.27551217765043,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Veillonellaceae(100),Veillonella(100),
Otu00111,0.001893,2.8e-05,0.001192,0,0,0,0.071928,0.282574285714286,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00269,0.000416,1e-06,0.000247,0,0,0,0.073926,0.289596153846154,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00554,0.00025,0,0.00014,4.6e-05,0,4.6e-05,0.077141,0.30133203125,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00203,0.001415,1.2e-05,0.000766,0,0,0,0.077922,0.303520538243626,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Verrucomicrobiales(100),Verrucomicrobiaceae(100),Akkermansia(100),
Otu00329,0.000499,5e-06,0.000478,0,0,0,0.078921,0.30654343220339,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(99),
Otu00092,0.000853,6e-06,0.000537,0.00897,0.00017,0.004353,0.07992,0.309549295774648,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00183,0.000957,8e-06,0.000635,0,0,0,0.080919,0.31166281512605,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(100),Treponema(100),
Otu00219,0.000499,5e-06,0.000478,0,0,0,0.080919,0.31166281512605,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00131,0.000666,2e-06,0.000342,4.6e-05,0,4.6e-05,0.081918,0.314629189944134,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00164,0.001352,2.1e-05,0.001015,4.6e-05,0,4.6e-05,0.083916,0.321405292479109,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(98),Clostridiales_unclassified(98),
Otu00004,0.016313,0.000447,0.004726,0.115088,0.020405,0.047615,0.091908,0.347179945054945,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Butyricicoccus(100),
Otu00395,2.1e-05,0,2.1e-05,0.000139,0,6.9e-05,0.091727,0.347179945054945,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Turicibacter(100),
Otu00600,2.1e-05,0,2.1e-05,0.000139,0,0.000139,0.091727,0.347179945054945,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Veillonellaceae(100),Veillonella(100),
Otu00634,2.1e-05,0,2.1e-05,0.000139,0,0.000139,0.091727,0.347179945054945,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(100),
Otu00742,2.1e-05,0,2.1e-05,0.000139,0,0.000139,0.091727,0.347179945054945,Bacteria(100),Firmicutes(100),Bacilli(100),Bacillales(100),Staphylococcaceae(100),Staphylococcus(100),
Otu00161,0.000936,5e-06,0.00052,0,0,0,0.092907,0.349992123287671,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVa(55),
Otu00037,0.007969,0.001249,0.007904,0,0,0,0.095904,0.355988239247312,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Alloprevotella(100),
Otu00562,0,0,0,9.2e-05,0,6.1e-05,0.096311,0.355988239247312,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00893,0,0,0,9.2e-05,0,9.2e-05,0.096311,0.355988239247312,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(98),
Otu00908,0,0,0,9.2e-05,0,9.2e-05,0.096311,0.355988239247312,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Pseudomonadales(100),Moraxellaceae(100),Acinetobacter(100),
Otu01252,0,0,0,9.2e-05,0,6.1e-05,0.096311,0.355988239247312,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu01279,0,0,0,9.2e-05,0,9.2e-05,0.096311,0.355988239247312,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(95),
Otu01411,0,0,0,9.2e-05,0,9.2e-05,0.096311,0.355988239247312,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridiaceae_1_unclassified(100),
Otu00049,0.003475,1e-05,0.000711,0.001341,7e-06,0.000912,0.096903,0.357216152815013,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00185,0.001124,2.4e-05,0.001102,0,0,0,0.0999,0.3663,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00238,0.000437,2e-06,0.000293,0,0,0,0.0999,0.3663,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00221,0.000146,0,9.2e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00284,0.000146,0,8.7e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(99),
Otu00319,0.000146,0,9.2e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00324,0.000146,0,9.2e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00347,0.000146,0,8.7e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVa(100),
Otu00372,0.000146,0,9.2e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00399,0.000146,0,0.000125,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(90),
Otu00400,0.000146,0,6.9e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00416,0.000146,0,6.9e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Veillonellaceae(100),Megasphaera(100),
Otu00428,0.000146,0,6.2e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVb(100),
Otu00439,0.000146,0,0.000125,0,0,0,0.107531,0.374316772151899,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00440,0.000146,0,8.7e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Alloprevotella(98),
Otu00488,0.000146,0,9.2e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Elusimicrobia(100),Elusimicrobia(100),Elusimicrobiales(100),Elusimicrobiaceae(100),Elusimicrobium(100),
Otu00496,0.000146,0,6.2e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00514,0.000146,0,8.7e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(94),Clostridiales_unclassified(94),
Otu00527,0.000146,0,9.2e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00541,0.000146,0,7.6e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Faecalicoccus(100),
Otu00588,0.000146,0,0.000146,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(81),Clostridiales_unclassified(81),
Otu00592,0.000146,0,8.1e-05,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Eubacteriaceae(100),Eubacteriaceae_unclassified(100),
Otu00650,0.000146,0,0.000146,0,0,0,0.107531,0.374316772151899,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00245,0.000479,1e-06,0.000272,0,0,0,0.108891,0.37809375,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00154,0.000603,2e-06,0.000323,0,0,0,0.10989,0.380601385390428,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00572,6.2e-05,0,6.2e-05,0.000231,0,0.000185,0.11755,0.406108668341709,Bacteria(100),Fusobacteria(100),Fusobacteriia(100),Fusobacteriales(100),Fusobacteriaceae(100),Fusobacterium(99),
Otu00257,0.000499,1e-06,0.000271,0,0,0,0.11988,0.41312030075188,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Aeromonadales(100),Succinivibrionaceae(100),Succinivibrio(100),
Otu00140,0.001769,3e-05,0.00122,0,0,0,0.121878,0.418955625,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Pseudoflavonifractor(100),
Otu00321,4.2e-05,0,4.2e-05,0.000925,1e-06,0.000397,0.122877,0.421336346633416,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00144,0.001665,2.6e-05,0.001148,0,0,0,0.123876,0.422653846153846,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00249,0.000499,3e-06,0.000375,0,0,0,0.123876,0.422653846153846,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00018,0.011486,0.000552,0.005252,0.051001,0.004669,0.022777,0.135864,0.462408415841584,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00048,0.000562,1e-06,0.000179,0.017478,0.002225,0.015723,0.137862,0.46805,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Streptococcaceae(100),Streptococcus(100),
Otu00070,0.00102,1.2e-05,0.000786,0.012253,0.000439,0.006983,0.147852,0.500730295566503,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(99),
Otu00027,0.007366,0.000229,0.003383,0.001017,7e-06,0.000872,0.153846,0.51975,Bacteria(100),Fusobacteria(100),Fusobacteriia(100),Fusobacteriales(100),Fusobacteriaceae(100),Fusobacterium(100),
Otu00300,4.2e-05,0,4.2e-05,0.001202,5e-06,0.000709,0.156843,0.528576286764706,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(100),
Otu00153,0.000541,0,0.000125,0.002173,1e-05,0.001033,0.175824,0.572598493303571,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Veillonellaceae(100),Allisonella(100),
Otu00201,0.000125,0,0.000105,0,0,0,0.186563,0.572598493303571,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Alloprevotella(100),
Otu00224,0.000125,0,8.6e-05,0,0,0,0.186563,0.572598493303571,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00233,0.000125,0,5.3e-05,0,0,0,0.186563,0.572598493303571,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Alloprevotella(100),
Otu00299,0.000125,0,6.8e-05,0,0,0,0.186563,0.572598493303571,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
